hotel,country,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,booking_changes,total_of_special_requests,adr
City Hotel,USA,1,89,27,1,5,3,0,BB,0,0,143.7
City Hotel,USA,1,90,27,1,5,2,0,BB,0,0,114.3
City Hotel,USA,1,123,27,2,6,3,0,BB,0,0,126.86
City Hotel,USA,1,113,27,2,6,3,0,BB,0,0,138.55
City Hotel,USA,1,101,28,2,5,1,0,SC,0,0,103.5
City Hotel,USA,1,2,28,1,0,2,0,BB,1,0,116.45
City Hotel,USA,1,23,28,0,2,1,0,BB,0,0,145
City Hotel,USA,1,11,28,2,6,1,0,BB,0,0,145
City Hotel,USA,1,24,28,1,3,2,0,BB,0,0,187
City Hotel,USA,1,10,28,0,1,2,0,BB,2,0,99.52
City Hotel,USA,1,113,29,1,0,2,0,SC,0,0,103.5
City Hotel,USA,1,60,29,1,4,2,0,BB,0,0,120.6
City Hotel,USA,1,60,29,0,1,2,0,BB,0,0,105.3
City Hotel,USA,1,92,29,0,2,2,2,BB,0,0,177.3
City Hotel,USA,1,68,31,2,1,2,1,BB,0,0,121.5
City Hotel,USA,1,131,31,1,1,1,1,HB,0,0,164.25
City Hotel,USA,1,61,31,0,2,2,0,SC,0,0,94.5
City Hotel,USA,1,119,32,2,2,1,0,BB,0,0,144.45
City Hotel,USA,1,116,32,2,5,3,0,BB,0,0,145.41
City Hotel,USA,1,34,33,0,1,3,0,BB,0,0,168.3
City Hotel,USA,1,34,33,0,1,2,0,BB,0,0,149.4
City Hotel,USA,1,151,33,1,1,2,0,SC,1,0,103.5
City Hotel,USA,1,143,33,1,1,2,0,BB,0,0,114.3
City Hotel,USA,1,151,33,1,1,2,0,SC,1,0,103.5
City Hotel,USA,1,143,33,1,1,2,0,BB,0,0,114.3
City Hotel,USA,1,94,35,0,4,2,0,BB,0,0,131.4
City Hotel,USA,1,54,35,0,1,2,0,SC,1,0,125.1
City Hotel,USA,1,127,35,0,2,3,0,BB,0,0,128.7
City Hotel,USA,1,105,35,1,2,3,0,BB,0,0,150.3
City Hotel,USA,1,105,35,1,2,2,0,BB,0,0,131.4
City Hotel,USA,1,176,35,1,1,2,0,BB,0,0,96.3
City Hotel,USA,1,84,36,2,1,3,0,BB,0,0,159.3
City Hotel,USA,1,50,36,0,1,2,0,SC,0,0,99
City Hotel,USA,1,12,37,2,0,2,0,BB,0,0,154
City Hotel,USA,1,62,37,2,2,2,0,BB,1,0,96.23
City Hotel,USA,1,62,37,2,2,0,2,BB,0,0,96.23
City Hotel,USA,1,243,37,4,6,1,0,BB,0,0,89.17
City Hotel,USA,1,11,37,1,1,2,0,BB,0,0,154
City Hotel,USA,1,25,37,0,1,2,0,SC,1,0,106.2
City Hotel,USA,1,25,37,0,1,1,0,SC,1,0,106.2
City Hotel,USA,1,56,38,2,1,2,0,SC,0,0,125.1
City Hotel,USA,1,61,38,1,1,2,0,SC,0,0,125.1
City Hotel,USA,1,205,38,0,1,2,0,SC,3,0,116.1
City Hotel,USA,1,2,38,0,1,2,0,BB,0,0,169
City Hotel,USA,1,255,39,0,4,2,0,BB,4,0,122.83
City Hotel,USA,1,12,40,2,0,2,0,BB,0,0,149
City Hotel,USA,1,13,40,2,0,2,0,BB,0,0,149
City Hotel,USA,1,44,40,2,1,2,0,BB,0,0,149.4
City Hotel,USA,1,253,40,1,2,1,0,BB,1,0,2
City Hotel,USA,1,253,40,1,2,1,0,BB,1,0,2
City Hotel,USA,1,26,41,2,1,1,0,BB,0,0,147
City Hotel,USA,1,26,41,2,1,1,0,BB,0,0,147
City Hotel,USA,1,196,41,1,1,2,0,BB,0,0,122.4
City Hotel,USA,1,205,41,1,1,2,0,SC,0,0,98.1
City Hotel,USA,1,99,42,0,4,2,0,BB,0,0,187.2
City Hotel,USA,1,97,42,1,4,2,0,BB,3,0,176.8
City Hotel,USA,1,59,42,0,3,2,0,BB,0,0,128.7
City Hotel,USA,1,32,42,2,1,2,0,BB,0,0,161.33
City Hotel,USA,1,30,45,4,9,1,2,BB,0,0,186.22
City Hotel,USA,1,74,45,2,6,2,0,BB,0,0,155.5
City Hotel,USA,1,17,46,0,4,2,0,BB,0,0,178.75
City Hotel,USA,1,28,46,1,2,3,0,BB,0,0,166.67
City Hotel,USA,1,20,46,2,5,2,0,SC,0,0,77.71
City Hotel,USA,1,49,47,2,5,2,0,SC,0,0,74.8
City Hotel,USA,1,0,50,4,7,2,0,SC,0,0,71.25
City Hotel,USA,1,58,51,1,0,2,0,SC,0,0,79.2
City Hotel,USA,1,18,51,2,2,2,0,SC,0,0,74.8
City Hotel,USA,1,220,52,1,4,3,0,BB,0,0,104.55
City Hotel,USA,1,84,52,0,1,2,0,SC,0,0,79.2
City Hotel,USA,1,84,52,0,1,2,1,BB,0,0,122
City Hotel,USA,1,223,53,2,5,2,0,BB,0,0,69.09
City Hotel,USA,1,223,53,2,5,2,0,BB,0,0,69.09
City Hotel,USA,1,237,53,2,5,2,0,BB,1,0,95.56
City Hotel,USA,1,237,53,2,5,2,1,BB,0,0,80.26
City Hotel,USA,1,237,53,2,5,2,2,BB,1,0,148.26
City Hotel,USA,1,195,1,0,4,2,0,SC,0,0,74.8
City Hotel,USA,1,21,3,1,5,2,0,BB,0,0,95.16
City Hotel,USA,1,22,3,1,5,2,0,BB,0,0,99.24
City Hotel,USA,1,69,4,0,2,2,0,SC,3,0,88
City Hotel,USA,1,30,4,2,1,2,1,BB,0,0,120.33
City Hotel,USA,1,28,6,1,2,3,0,BB,0,0,160
City Hotel,USA,1,76,7,1,3,2,0,BB,0,0,88.4
City Hotel,USA,1,29,9,2,2,2,0,BB,0,0,100.3
City Hotel,USA,1,58,10,2,0,2,0,SC,0,0,79.2
City Hotel,USA,1,82,10,2,4,2,0,BB,0,0,91.8
City Hotel,USA,1,104,10,0,2,2,0,BB,0,0,97.2
City Hotel,USA,1,6,10,2,3,1,0,BB,0,0,152
City Hotel,USA,1,45,10,1,1,2,2,BB,0,0,198
City Hotel,USA,1,15,10,2,1,2,0,BB,0,0,121.33
City Hotel,USA,1,45,11,0,1,2,0,BB,0,0,97.2
City Hotel,USA,1,72,11,0,1,2,2,BB,0,0,160.2
City Hotel,USA,1,20,12,1,4,2,2,BB,0,0,200
City Hotel,USA,1,31,12,1,1,2,2,BB,0,0,198
City Hotel,USA,1,52,13,0,2,2,0,SC,0,0,88.2
City Hotel,USA,1,169,14,1,4,2,0,BB,0,0,117
City Hotel,USA,1,111,14,2,6,2,0,BB,0,0,136.13
City Hotel,USA,1,52,15,2,0,2,0,SC,0,0,108
City Hotel,USA,1,52,15,2,0,2,0,SC,0,0,108
City Hotel,USA,1,202,15,2,1,3,0,BB,0,0,166
City Hotel,USA,1,202,15,2,1,2,2,BB,0,0,229
City Hotel,USA,1,55,15,2,3,1,0,BB,0,0,117
City Hotel,USA,1,11,15,1,2,2,0,SC,0,0,138.33
City Hotel,USA,1,60,15,0,1,2,2,BB,1,0,230
City Hotel,USA,1,4,15,1,1,2,0,SC,0,0,155
City Hotel,USA,1,34,16,1,1,1,0,BB,0,0,129
City Hotel,USA,1,144,16,1,3,2,0,SC,0,0,99
City Hotel,USA,1,59,16,0,2,2,2,BB,0,0,239
City Hotel,USA,1,316,16,0,1,2,0,BB,0,0,109.8
City Hotel,USA,1,316,16,0,1,2,0,BB,0,0,93.5
City Hotel,USA,1,316,16,0,1,2,0,BB,0,0,93.5
City Hotel,USA,1,316,16,0,1,2,0,BB,0,0,109.8
City Hotel,USA,1,54,17,2,1,3,0,BB,0,0,171
City Hotel,USA,1,37,17,1,2,2,2,BB,0,0,224
City Hotel,USA,1,58,17,0,3,3,0,BB,0,0,198
City Hotel,USA,1,78,17,0,1,2,0,SC,0,0,108
City Hotel,USA,1,63,18,1,0,2,0,BB,0,0,144
City Hotel,USA,1,43,18,1,1,2,0,SC,0,0,149
City Hotel,USA,1,61,18,1,2,2,0,SC,0,0,126
City Hotel,USA,1,12,18,1,2,1,0,BB,0,0,6
City Hotel,USA,1,327,18,0,2,1,0,SC,0,0,99
City Hotel,USA,1,327,18,0,2,1,0,SC,0,0,99
City Hotel,USA,1,40,18,0,4,2,0,SC,0,0,149
City Hotel,USA,1,82,18,0,3,2,0,SC,0,0,108
City Hotel,USA,1,82,18,0,3,2,0,SC,0,0,108
City Hotel,USA,1,83,18,0,4,2,0,BB,0,0,135
City Hotel,USA,1,60,18,0,1,1,0,SC,0,0,126
City Hotel,USA,1,40,19,2,1,2,0,SC,0,0,149
City Hotel,USA,1,83,19,1,2,3,0,BB,0,0,171
City Hotel,USA,1,57,19,0,1,2,0,SC,0,0,134.1
City Hotel,USA,1,78,19,0,2,2,0,BB,0,0,153
City Hotel,USA,1,78,19,0,2,2,0,BB,0,0,153
City Hotel,USA,1,156,19,1,2,1,0,BB,0,0,130.8
City Hotel,USA,1,156,19,1,2,1,0,BB,0,0,116.67
City Hotel,USA,1,88,19,1,2,3,0,BB,0,0,183
City Hotel,USA,1,104,20,0,3,1,0,SC,0,0,117
City Hotel,USA,1,79,20,2,4,2,0,SC,0,0,135
City Hotel,USA,1,77,20,2,1,2,0,SC,0,0,144
City Hotel,USA,1,18,21,1,0,2,0,BB,0,0,195
City Hotel,USA,1,124,21,0,1,1,0,SC,0,0,108
City Hotel,USA,1,87,22,0,3,2,0,SC,0,0,130.67
City Hotel,USA,1,80,22,0,2,2,0,SC,0,0,126
City Hotel,USA,1,134,24,2,4,2,0,SC,0,0,108
City Hotel,USA,1,64,26,1,0,3,0,BB,0,0,265
City Hotel,USA,1,25,26,0,2,2,0,BB,0,0,140
City Hotel,USA,1,14,26,0,1,2,0,BB,0,0,118.2
City Hotel,USA,1,185,26,0,3,2,2,BB,2,0,192.7
City Hotel,USA,1,125,26,0,3,1,0,BB,2,0,95.7
City Hotel,USA,1,125,26,0,3,2,0,BB,0,0,118.2
City Hotel,USA,1,96,26,2,3,1,0,SC,0,0,120
City Hotel,USA,1,39,27,2,0,2,0,BB,0,0,139
City Hotel,USA,1,112,27,1,2,2,2,BB,0,0,230
City Hotel,USA,1,155,27,1,3,3,0,BB,0,0,152.1
City Hotel,USA,1,195,27,0,4,3,0,BB,2,0,147.9
City Hotel,USA,1,225,27,1,4,1,0,BB,0,0,99.9
City Hotel,USA,1,223,27,1,4,2,0,SC,0,0,89.1
City Hotel,USA,1,140,27,2,1,3,0,HB,0,0,177.3
City Hotel,USA,1,134,27,2,2,2,0,SC,0,0,80.19
City Hotel,USA,1,134,27,2,2,2,0,SC,0,0,80.19
City Hotel,USA,1,134,27,2,2,2,0,BB,0,0,128.79
City Hotel,USA,1,146,27,2,3,2,0,BB,0,0,116.1
City Hotel,USA,1,153,28,1,0,2,0,SC,0,0,89.1
City Hotel,USA,1,138,29,2,0,2,0,SC,0,0,108
City Hotel,USA,1,155,29,1,1,2,0,BB,0,0,152.1
City Hotel,USA,1,155,29,1,1,3,0,SC,0,0,89.1
City Hotel,USA,1,7,29,1,1,3,0,BB,0,0,210
City Hotel,USA,1,176,29,0,1,1,0,BB,0,0,98.1
City Hotel,USA,1,173,29,0,3,2,0,SC,0,0,89.1
City Hotel,USA,1,150,29,1,1,3,0,BB,0,0,175.5
City Hotel,USA,1,150,29,2,1,3,0,BB,0,0,175.5
City Hotel,USA,1,150,29,2,1,2,0,BB,0,0,166.5
City Hotel,USA,1,150,29,2,1,3,0,BB,0,0,175.5
City Hotel,USA,1,53,29,2,1,3,0,BB,0,0,219.33
City Hotel,USA,1,56,30,1,4,2,0,SC,0,0,127.6
City Hotel,USA,1,56,30,1,4,2,0,SC,0,0,127.6
City Hotel,USA,1,106,30,0,1,2,0,SC,0,0,125
City Hotel,USA,1,4,30,0,2,2,0,SC,0,0,160
City Hotel,USA,1,45,31,2,1,1,0,SC,0,0,129
City Hotel,USA,1,41,31,0,1,1,0,SC,0,0,126
City Hotel,USA,1,191,31,1,1,2,0,BB,5,0,139.5
City Hotel,USA,1,170,31,1,1,2,0,BB,3,0,139.5
City Hotel,USA,1,191,31,1,1,2,0,BB,3,0,139.5
City Hotel,USA,1,138,31,1,1,1,0,BB,2,0,147.25
City Hotel,USA,1,191,31,1,1,2,0,BB,3,0,139.5
City Hotel,USA,1,140,31,2,1,2,1,BB,2,0,154
City Hotel,USA,1,185,32,2,2,2,2,BB,0,0,235
City Hotel,USA,1,172,32,4,10,2,0,SC,0,0,113.32
City Hotel,USA,1,172,32,4,10,3,0,BB,0,0,173.83
City Hotel,USA,1,197,32,2,1,2,0,BB,0,0,112.5
City Hotel,USA,1,197,32,2,1,2,0,BB,0,0,112.5
City Hotel,USA,1,182,33,0,1,2,2,BB,0,0,235
City Hotel,USA,1,195,33,0,3,2,2,BB,0,0,235
City Hotel,USA,1,207,33,0,3,3,0,BB,1,0,167.7
City Hotel,USA,1,214,33,2,2,2,0,BB,2,0,130.78
City Hotel,USA,1,214,33,2,3,3,0,BB,2,0,155.52
City Hotel,USA,1,45,33,0,1,2,0,SC,0,0,140
City Hotel,USA,1,195,33,2,1,2,0,SC,1,0,95.7
City Hotel,USA,1,195,33,2,1,3,0,BB,1,0,158.7
City Hotel,USA,1,12,34,1,2,2,0,BB,0,0,144
City Hotel,USA,1,93,34,1,3,3,0,BB,2,0,192
City Hotel,USA,1,79,34,2,3,3,0,BB,0,0,240
City Hotel,USA,1,162,34,2,3,2,2,BB,0,0,235
City Hotel,USA,1,66,35,1,0,1,0,SC,0,0,130
City Hotel,USA,1,168,35,2,1,3,0,BB,0,0,175.5
City Hotel,USA,1,33,35,2,1,3,0,BB,0,0,223
City Hotel,USA,0,0,32,0,1,2,0,SC,0,0,81
City Hotel,USA,0,17,37,0,2,2,0,SC,0,0,73.92
City Hotel,USA,0,42,38,2,4,1,0,BB,0,0,104.5
City Hotel,USA,0,41,38,2,3,2,0,BB,0,0,74.4
City Hotel,USA,0,6,51,0,2,1,0,BB,0,0,74.69
City Hotel,USA,0,0,1,0,1,2,0,BB,0,0,74.67
City Hotel,USA,0,2,2,2,0,2,0,BB,0,0,67.66
City Hotel,USA,0,23,3,1,0,1,0,SC,0,0,61
City Hotel,USA,0,23,3,1,0,2,0,SC,0,0,62
City Hotel,USA,0,53,6,2,3,2,0,BB,0,0,65.75
City Hotel,USA,0,78,13,1,5,2,2,BB,0,0,154.7
City Hotel,USA,0,206,27,1,3,2,0,BB,0,0,101.83
City Hotel,USA,0,17,36,2,1,1,0,BB,0,0,69.49
City Hotel,USA,0,3,38,1,1,2,0,BB,0,0,120
City Hotel,USA,0,1,39,1,0,1,0,SC,0,0,69
City Hotel,USA,0,3,38,2,1,2,0,BB,1,0,120
City Hotel,USA,0,7,39,1,1,1,0,BB,0,0,109
City Hotel,USA,0,7,39,1,1,1,0,BB,0,0,109
City Hotel,USA,0,7,39,1,1,1,0,BB,0,0,109
City Hotel,USA,0,6,39,0,1,1,0,SC,0,0,69
City Hotel,USA,0,0,39,0,1,1,0,BB,0,0,180
City Hotel,USA,0,9,41,2,0,1,0,BB,0,0,109
City Hotel,USA,0,1,41,0,1,2,0,BB,1,0,146
City Hotel,USA,0,5,41,2,1,1,0,BB,0,0,96
City Hotel,USA,0,23,41,0,1,2,0,BB,0,0,96.3
City Hotel,USA,0,1,42,0,1,2,0,BB,0,0,12
City Hotel,USA,0,10,42,0,1,1,0,BB,0,0,146
City Hotel,USA,0,0,43,1,0,1,0,SC,1,0,87.78
City Hotel,USA,0,7,43,0,1,2,0,BB,0,0,114
City Hotel,USA,0,8,43,1,5,2,0,BB,0,0,85
City Hotel,USA,0,0,43,2,2,1,0,BB,0,0,96
City Hotel,USA,0,0,45,1,0,2,1,BB,2,0,90.4
City Hotel,USA,0,0,45,0,2,2,0,BB,1,0,95
City Hotel,USA,0,21,45,0,2,2,0,BB,0,0,76
City Hotel,USA,0,21,45,0,2,2,0,BB,0,0,76
City Hotel,USA,0,0,47,0,1,1,0,BB,3,0,99
City Hotel,USA,0,70,48,0,3,1,0,BB,0,0,46.33
City Hotel,USA,0,57,52,2,5,2,0,BB,0,0,72.47
City Hotel,USA,0,27,2,0,1,1,0,SC,1,0,64.8
City Hotel,USA,0,80,2,0,1,2,0,BB,0,0,87.32
City Hotel,USA,0,0,3,1,0,2,0,SC,0,0,54.02
City Hotel,USA,0,9,6,0,1,2,0,SC,0,0,90
City Hotel,USA,0,0,7,0,1,2,0,SC,0,0,79
City Hotel,USA,0,0,7,0,1,2,0,BB,0,0,91
City Hotel,USA,0,15,7,1,2,2,0,BB,0,0,40.67
City Hotel,USA,0,3,7,1,1,2,0,SC,0,0,60.83
City Hotel,USA,0,87,8,1,1,1,0,BB,2,0,62.1
City Hotel,USA,0,1,8,0,1,2,1,BB,1,0,173
City Hotel,USA,0,0,9,0,1,1,0,BB,1,0,89
City Hotel,USA,0,78,11,1,2,2,0,BB,0,0,65.58
City Hotel,USA,0,56,11,0,2,2,0,BB,0,0,78.3
City Hotel,USA,0,52,12,2,2,2,0,SC,0,0,51
City Hotel,USA,0,145,12,2,1,2,0,SC,0,0,60.98
City Hotel,USA,0,23,13,0,1,2,1,BB,0,0,285
City Hotel,USA,0,0,13,1,1,1,0,BB,0,0,89
City Hotel,USA,0,0,13,1,1,2,0,SC,0,0,134
City Hotel,USA,0,0,14,0,2,2,0,SC,0,0,75.42
City Hotel,USA,0,0,15,1,0,1,0,SC,0,0,89
City Hotel,USA,0,1,15,1,0,2,0,BB,0,0,99
City Hotel,USA,0,3,15,0,2,3,0,BB,0,0,185.57
City Hotel,USA,0,40,17,1,0,2,0,BB,0,0,109.8
City Hotel,USA,0,1,17,1,0,2,0,BB,0,0,111
City Hotel,USA,0,0,17,0,1,2,0,BB,0,0,109
City Hotel,USA,0,37,17,1,1,2,0,SC,1,0,94.5
City Hotel,USA,0,1,17,1,1,2,0,SC,0,0,104
City Hotel,USA,0,31,17,2,1,2,0,BB,0,0,87.04
City Hotel,USA,0,108,18,0,1,1,0,BB,1,0,67.15
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,95,19,1,2,2,0,BB,0,0,80.75
City Hotel,USA,0,1,20,1,0,2,0,SC,0,0,56.47
City Hotel,USA,0,1,20,1,0,2,0,SC,0,0,56.47
City Hotel,USA,0,0,20,0,1,3,0,BB,0,0,153.15
City Hotel,USA,0,0,20,1,1,3,0,BB,0,0,158
City Hotel,USA,0,0,21,1,0,2,0,SC,0,0,62.73
City Hotel,USA,0,5,21,1,3,1,0,BB,0,0,98.32
City Hotel,USA,0,9,21,2,2,2,0,BB,0,0,257
City Hotel,USA,0,134,23,1,1,2,0,SC,0,0,94.5
City Hotel,USA,0,5,23,0,1,2,0,SC,0,0,119
City Hotel,USA,0,14,23,0,1,1,0,BB,0,0,120.7
City Hotel,USA,0,102,23,0,1,2,0,BB,0,0,140.4
City Hotel,USA,0,0,24,0,1,2,0,SC,0,0,109
City Hotel,USA,0,18,24,0,1,2,0,BB,0,0,92.65
City Hotel,USA,0,18,24,0,1,2,0,BB,0,0,92.65
City Hotel,USA,0,13,25,0,1,2,0,SC,0,0,89
City Hotel,USA,0,102,25,2,3,3,0,BB,2,0,150.15
City Hotel,USA,0,1,25,0,1,1,0,HB,0,0,89.25
City Hotel,USA,0,146,26,1,3,2,0,BB,0,0,91.98
City Hotel,USA,0,20,27,0,4,2,0,BB,0,0,124.2
City Hotel,USA,0,0,28,1,0,1,0,SC,0,0,92.86
City Hotel,USA,0,56,29,1,0,2,0,BB,0,0,88.01
City Hotel,USA,0,94,29,0,2,3,0,BB,0,0,137.7
City Hotel,USA,0,73,29,0,3,2,0,BB,0,0,85
City Hotel,USA,0,57,30,1,0,2,0,SC,0,0,84.6
City Hotel,USA,0,81,29,2,1,2,0,BB,3,0,96
City Hotel,USA,0,0,30,0,1,2,0,SC,0,0,99
City Hotel,USA,0,11,30,1,2,1,0,BB,0,0,174.33
City Hotel,USA,0,0,30,0,1,2,0,SC,0,0,82.66
City Hotel,USA,0,0,31,0,1,1,0,BB,0,0,108.11
City Hotel,USA,0,0,31,0,1,2,0,SC,0,0,61.68
City Hotel,USA,0,4,32,0,1,1,1,SC,0,0,93.56
City Hotel,USA,0,4,32,0,1,2,1,SC,0,0,97.41
City Hotel,USA,0,4,32,0,1,2,0,SC,0,0,92.93
City Hotel,USA,0,236,32,0,5,2,0,BB,0,0,89
City Hotel,USA,0,11,33,2,2,2,0,SC,0,0,139
City Hotel,USA,0,0,34,0,1,1,0,BB,1,0,138
City Hotel,USA,0,0,34,0,1,1,0,BB,0,0,109
City Hotel,USA,0,0,34,2,2,2,0,SC,0,0,78.42
City Hotel,USA,0,0,35,0,1,2,0,SC,0,0,139
City Hotel,USA,0,1,35,0,1,1,0,SC,1,0,81.19
City Hotel,USA,0,0,36,0,2,2,0,SC,0,0,77.71
City Hotel,USA,0,26,36,2,3,3,0,BB,0,0,165.83
City Hotel,USA,0,0,36,0,1,2,0,SC,0,0,99.63
City Hotel,USA,0,28,36,0,1,2,0,SC,0,0,110
City Hotel,USA,0,0,36,0,1,2,0,SC,0,0,94.1
City Hotel,USA,0,50,36,2,4,2,0,SC,2,0,124.58
City Hotel,USA,0,40,37,0,1,2,0,BB,1,0,149.4
City Hotel,USA,0,1,36,2,5,1,0,BB,0,0,110
City Hotel,USA,0,0,38,1,0,1,0,SC,1,0,85.03
City Hotel,USA,0,3,38,1,2,2,0,BB,0,0,95
City Hotel,USA,0,121,37,2,4,2,1,SC,0,0,89.76
