hotel,country,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,booking_changes,total_of_special_requests,adr
City Hotel,USA,0,0,38,0,1,2,0,SC,0,0,106.28
City Hotel,USA,0,56,39,0,1,2,0,BB,0,0,85.5
City Hotel,USA,0,20,39,1,3,1,0,BB,0,0,119
City Hotel,USA,0,57,39,0,2,2,0,BB,0,0,101.52
City Hotel,USA,0,1,39,0,1,2,0,SC,0,0,129.56
City Hotel,USA,0,123,39,0,2,2,0,BB,1,0,162
City Hotel,USA,0,154,40,1,0,2,0,BB,0,0,127.8
City Hotel,USA,0,0,40,1,0,2,0,BB,0,0,130
City Hotel,USA,0,0,40,0,1,2,0,SC,0,0,100.37
City Hotel,USA,0,0,40,0,1,2,0,SC,0,0,106.65
City Hotel,USA,0,64,40,0,3,2,0,BB,0,0,101.52
City Hotel,USA,0,64,40,0,3,2,0,BB,0,0,101.52
City Hotel,USA,0,1,40,1,2,1,0,BB,1,0,215
City Hotel,USA,0,9,40,2,1,2,3,BB,0,0,278.33
City Hotel,USA,0,12,41,2,1,1,0,BB,0,0,6
City Hotel,USA,0,21,41,2,1,2,0,BB,2,0,61.33
City Hotel,USA,0,20,41,2,1,2,0,BB,0,0,164
City Hotel,USA,0,164,41,0,1,2,0,BB,0,0,117
City Hotel,USA,0,0,41,0,1,2,0,SC,0,0,180
City Hotel,USA,0,59,42,1,0,2,0,BB,0,0,151.2
City Hotel,USA,0,0,41,1,1,2,0,SC,0,0,87.2
City Hotel,USA,0,0,42,1,0,1,0,SC,1,0,82.66
City Hotel,USA,0,13,42,1,2,2,0,BB,0,0,159
City Hotel,USA,0,0,42,0,1,1,0,SC,1,0,136
City Hotel,USA,0,99,42,0,4,1,0,BB,3,0,152.78
City Hotel,USA,0,99,42,0,4,2,0,BB,2,0,152.78
City Hotel,USA,0,100,42,0,3,2,0,BB,4,0,152.46
City Hotel,USA,0,0,42,1,3,2,0,BB,0,0,12
City Hotel,USA,0,0,42,1,1,1,0,SC,1,0,66.13
City Hotel,USA,0,114,42,1,4,0,0,BB,1,0,0
City Hotel,USA,0,57,42,2,4,1,0,BB,0,0,128.7
City Hotel,USA,0,57,42,2,4,1,0,BB,0,0,128.7
City Hotel,USA,0,0,43,0,1,2,0,SC,0,0,120
City Hotel,USA,0,0,43,0,1,1,0,SC,1,0,75.28
City Hotel,USA,0,95,45,2,4,2,0,BB,0,0,68
City Hotel,USA,0,28,46,1,5,1,0,BB,0,0,147.15
City Hotel,USA,0,53,46,1,2,2,0,BB,0,0,79.2
City Hotel,USA,0,16,48,0,1,2,1,SC,0,0,70.41
City Hotel,USA,0,29,48,0,3,3,0,BB,0,0,124.5
City Hotel,USA,0,30,48,1,2,2,0,BB,0,0,94.5
City Hotel,USA,0,143,48,1,3,2,2,BB,0,0,122.1
City Hotel,USA,0,0,48,2,3,2,0,BB,1,0,169.75
City Hotel,USA,0,68,50,2,1,2,0,BB,0,0,79.2
City Hotel,USA,0,34,51,1,1,1,0,SC,0,0,56.16
City Hotel,USA,0,101,51,2,3,2,0,BB,0,0,200
City Hotel,USA,0,89,52,2,3,2,2,BB,0,0,94.72
City Hotel,USA,0,87,53,2,0,2,0,SC,0,0,79.2
City Hotel,USA,0,11,53,0,1,2,2,BB,1,0,209
City Hotel,USA,0,36,53,0,1,2,2,BB,0,0,206
City Hotel,USA,0,1,53,1,1,1,0,BB,1,0,172.8
City Hotel,USA,0,0,1,0,2,2,0,BB,0,0,108
City Hotel,USA,0,50,1,0,1,2,0,BB,0,0,79.2
City Hotel,USA,0,42,53,2,5,2,0,BB,0,0,146.29
City Hotel,USA,0,0,1,1,2,1,0,BB,1,0,109.33
City Hotel,USA,0,0,2,1,2,1,0,SC,0,0,53.52
City Hotel,USA,0,10,2,1,2,2,0,BB,0,0,85.29
City Hotel,USA,0,0,5,0,1,1,0,BB,0,0,93
City Hotel,USA,0,22,7,1,0,2,0,SC,0,0,88
City Hotel,USA,0,2,7,0,2,2,0,SC,0,0,99
City Hotel,USA,0,10,7,3,5,2,0,BB,1,0,222
City Hotel,USA,0,2,7,2,3,1,0,SC,0,0,78.54
City Hotel,USA,0,2,7,2,2,2,0,SC,0,0,59.4
City Hotel,USA,0,18,8,0,1,3,0,BB,0,0,158
City Hotel,USA,0,0,8,0,1,1,0,SC,1,0,58.31
City Hotel,USA,0,1,8,0,2,2,0,SC,0,0,83
City Hotel,USA,0,1,8,0,1,2,0,SC,0,0,51.66
City Hotel,USA,0,0,8,0,1,2,0,SC,0,0,64.95
City Hotel,USA,0,11,3,13,30,0,0,SC,14,0,0
City Hotel,USA,0,3,9,1,0,1,0,SC,0,0,62.4
City Hotel,USA,0,0,9,2,0,2,0,SC,0,0,58.31
City Hotel,USA,0,48,9,0,1,2,0,BB,0,0,77
City Hotel,USA,0,0,9,0,1,1,0,SC,0,0,88
City Hotel,USA,0,27,9,1,2,2,0,BB,0,0,108
City Hotel,USA,0,11,10,2,0,2,0,BB,0,0,95.4
City Hotel,USA,0,22,9,2,2,2,2,BB,0,0,223
City Hotel,USA,0,226,10,0,2,2,0,BB,0,0,72
City Hotel,USA,0,103,10,2,2,2,0,BB,0,0,72.94
City Hotel,USA,0,103,10,2,2,1,0,BB,0,0,64.14
City Hotel,USA,0,0,10,0,1,1,0,SC,1,0,64.95
City Hotel,USA,0,23,10,0,1,1,0,SC,0,0,88
City Hotel,USA,0,22,10,0,1,1,0,BB,0,0,85
City Hotel,USA,0,2,10,0,1,2,0,SC,0,0,78.4
City Hotel,USA,0,0,10,0,5,1,0,BB,0,0,90
City Hotel,USA,0,7,10,1,5,2,0,BB,1,0,137.13
City Hotel,USA,0,57,10,0,1,2,0,BB,0,0,108
City Hotel,USA,0,15,11,0,1,1,0,BB,0,0,90.4
City Hotel,USA,0,30,11,0,2,1,0,BB,0,0,153
City Hotel,USA,0,38,11,0,1,1,1,SC,0,0,98
City Hotel,USA,0,0,11,0,1,1,0,BB,0,0,103
City Hotel,USA,0,1,11,0,2,2,0,SC,0,0,76.44
City Hotel,USA,0,51,10,2,6,2,0,SC,0,0,57.6
City Hotel,USA,0,6,11,0,1,2,0,SC,0,0,98
City Hotel,USA,0,25,12,2,0,2,0,BB,0,0,143
City Hotel,USA,0,51,12,2,0,2,0,SC,0,0,79.2
City Hotel,USA,0,25,12,2,2,2,0,HB,0,0,106.08
City Hotel,USA,0,1,12,0,1,2,0,SC,0,0,65.6
City Hotel,USA,0,14,13,0,1,2,0,BB,0,0,128
City Hotel,USA,0,9,14,1,0,2,0,SC,0,0,100.2
City Hotel,USA,0,74,14,1,3,2,0,BB,0,0,97.02
City Hotel,USA,0,74,14,1,3,2,0,BB,0,0,97.02
City Hotel,USA,0,30,14,2,1,2,0,BB,0,0,180
City Hotel,USA,0,102,15,2,1,2,0,BB,0,0,117
City Hotel,USA,0,34,15,0,1,3,0,BB,0,0,185
City Hotel,USA,0,83,16,1,2,1,0,SC,0,0,72.42
City Hotel,USA,0,28,16,0,1,1,0,BB,1,0,93.5
City Hotel,USA,0,28,16,0,1,1,0,BB,1,0,93.5
City Hotel,USA,0,74,17,1,1,3,0,BB,0,0,171
City Hotel,USA,0,73,17,2,1,2,0,BB,1,0,108
City Hotel,USA,0,73,17,2,1,2,0,BB,1,0,108
City Hotel,USA,0,79,17,0,3,3,0,BB,0,0,171
City Hotel,USA,0,153,17,0,2,2,0,BB,0,0,96.25
City Hotel,USA,0,128,18,1,0,2,0,BB,0,0,200
City Hotel,USA,0,134,18,1,0,2,0,BB,0,0,144
City Hotel,USA,0,325,18,1,0,1,0,BB,0,0,93.5
City Hotel,USA,0,47,18,0,1,2,0,SC,0,0,80.1
City Hotel,USA,0,104,18,2,1,1,0,BB,1,0,105
City Hotel,USA,0,104,18,2,1,2,0,BB,0,0,123
City Hotel,USA,0,72,18,1,2,1,0,SC,0,0,79.2
City Hotel,USA,0,160,18,0,4,2,0,BB,0,0,118.13
City Hotel,USA,0,1,19,0,1,2,0,BB,0,0,130
City Hotel,USA,0,112,19,0,1,2,0,BB,0,0,126
City Hotel,USA,0,90,20,2,0,2,0,BB,0,0,117
City Hotel,USA,0,23,19,2,1,2,0,BB,0,0,138
City Hotel,USA,0,90,20,2,0,2,0,BB,0,0,117
City Hotel,USA,0,13,20,1,0,1,0,SC,0,0,120
City Hotel,USA,0,0,20,1,0,1,0,SC,1,0,88.56
City Hotel,USA,0,103,20,0,2,3,0,BB,0,0,189
City Hotel,USA,0,91,20,0,2,2,0,SC,0,0,86.63
City Hotel,USA,0,91,20,0,2,2,0,SC,0,0,86.63
City Hotel,USA,0,11,21,2,1,2,0,BB,0,0,120
City Hotel,USA,0,11,21,2,1,2,0,BB,0,0,120
City Hotel,USA,0,57,21,0,1,2,0,BB,0,0,89.1
City Hotel,USA,0,28,21,0,2,2,0,SC,0,0,160
City Hotel,USA,0,112,21,0,1,2,0,SC,0,0,126
City Hotel,USA,0,112,21,0,1,2,0,SC,0,0,126
City Hotel,USA,0,112,21,0,1,2,0,SC,0,0,126
City Hotel,USA,0,1,21,0,1,2,0,SC,0,0,106.28
City Hotel,USA,0,0,22,1,0,3,0,SC,1,0,77.49
City Hotel,USA,0,14,22,0,1,1,0,SC,0,0,88
City Hotel,USA,0,0,22,0,1,2,0,BB,0,0,180
City Hotel,USA,0,0,22,0,1,2,0,SC,0,0,92.98
City Hotel,USA,0,108,22,0,1,2,0,SC,0,0,108
City Hotel,USA,0,108,22,0,1,2,0,SC,0,0,108
City Hotel,USA,0,17,22,0,1,3,0,BB,0,0,190
City Hotel,USA,0,0,22,0,1,1,0,BB,0,0,130
City Hotel,USA,0,0,22,0,1,2,0,SC,0,0,106.28
City Hotel,USA,0,25,22,0,1,2,0,SC,0,0,140
City Hotel,USA,0,125,22,1,2,3,0,HB,0,0,216
City Hotel,USA,0,29,23,0,2,3,0,BB,0,0,229.6
City Hotel,USA,0,76,24,1,0,2,0,BB,1,0,146
City Hotel,USA,0,231,24,0,1,2,2,BB,0,0,175
City Hotel,USA,0,77,24,1,3,2,0,BB,0,0,98.1
City Hotel,USA,0,79,24,0,1,2,0,SC,0,0,100.8
City Hotel,USA,0,3,24,0,2,1,0,SC,1,0,106.28
City Hotel,USA,0,147,24,1,2,2,0,SC,0,0,79.2
City Hotel,USA,0,147,24,1,2,2,0,SC,0,0,79.2
City Hotel,USA,0,53,24,1,2,2,0,SC,0,0,140
City Hotel,USA,0,0,25,1,0,2,0,BB,0,0,12
City Hotel,USA,0,148,25,0,1,2,0,SC,0,0,76.23
City Hotel,USA,0,34,25,1,4,1,0,SC,0,0,136
City Hotel,USA,0,56,25,0,3,2,0,SC,0,0,133.33
City Hotel,USA,0,121,25,0,1,2,1,BB,0,0,135
City Hotel,USA,0,37,25,1,1,1,0,SC,0,0,160
City Hotel,USA,0,173,25,1,3,2,0,BB,4,0,140
City Hotel,USA,0,72,26,1,0,2,0,BB,0,0,175
City Hotel,USA,0,22,26,0,1,2,0,SC,0,0,89
City Hotel,USA,0,119,26,0,1,2,0,SC,0,0,108
City Hotel,USA,0,1,26,0,3,2,0,SC,0,0,90.33
City Hotel,USA,0,124,26,0,4,2,0,BB,0,0,96.53
City Hotel,USA,0,124,26,0,4,2,0,BB,0,0,96.53
City Hotel,USA,0,126,27,1,0,2,1,BB,0,0,133.6
City Hotel,USA,0,0,27,1,0,2,1,BB,1,0,118
City Hotel,USA,0,1,27,0,3,2,0,SC,0,0,89.67
City Hotel,USA,0,157,27,1,1,2,0,BB,0,0,86.63
City Hotel,USA,0,0,28,0,1,2,0,SC,0,0,92.98
City Hotel,USA,0,23,28,0,1,3,0,BB,0,0,220
City Hotel,USA,0,50,27,2,3,2,0,BB,0,0,116.1
City Hotel,USA,0,170,28,0,1,2,0,BB,0,0,116.1
City Hotel,USA,0,222,28,2,4,2,0,BB,0,0,107.1
City Hotel,USA,0,147,29,2,1,2,2,BB,0,0,209
City Hotel,USA,0,158,29,0,1,2,0,SC,0,0,68.61
City Hotel,USA,0,241,29,0,1,2,0,SC,0,0,68.61
City Hotel,USA,0,13,29,0,1,1,0,SC,0,0,98
City Hotel,USA,0,129,29,1,1,2,0,BB,0,0,139.5
City Hotel,USA,0,129,29,1,1,2,0,BB,0,0,166.5
City Hotel,USA,0,67,30,1,1,2,0,BB,1,0,122.6
City Hotel,USA,0,67,30,1,1,1,1,BB,1,0,122.6
City Hotel,USA,0,287,30,1,4,2,2,BB,0,0,179.1
City Hotel,USA,0,38,31,2,0,3,0,BB,0,0,210
City Hotel,USA,0,0,31,1,0,2,0,SC,0,0,69.7
City Hotel,USA,0,26,31,0,1,2,0,SC,0,0,128
City Hotel,USA,0,26,31,0,1,2,0,SC,0,0,128
City Hotel,USA,0,0,31,0,1,2,0,SC,0,0,69.01
City Hotel,USA,0,25,31,0,1,2,0,BB,0,0,89
City Hotel,USA,0,57,32,1,0,2,1,BB,1,0,165
City Hotel,USA,0,122,31,2,1,2,0,BB,0,0,80.1
City Hotel,USA,0,0,32,1,0,2,0,BB,0,0,160
City Hotel,USA,0,120,31,2,3,2,0,BB,0,0,80.1
City Hotel,USA,0,0,32,1,0,2,0,BB,0,0,160
City Hotel,USA,0,1,32,0,3,2,0,SC,0,0,92.21
City Hotel,USA,0,1,32,0,1,2,0,SC,0,0,190
City Hotel,USA,0,1,32,0,1,2,2,BB,0,0,290
City Hotel,USA,0,134,33,0,2,1,0,SC,0,0,71.1
City Hotel,USA,0,10,33,0,1,2,1,BB,0,0,260
City Hotel,USA,0,112,34,2,0,2,0,BB,1,0,235
City Hotel,USA,0,152,33,2,2,2,0,BB,0,0,139.5
City Hotel,USA,0,204,34,1,3,2,0,SC,0,0,99
City Hotel,USA,0,98,35,1,0,2,0,SC,0,0,72.16
City Hotel,USA,0,62,35,1,0,1,0,BB,0,0,95
City Hotel,USA,0,88,34,1,1,2,0,BB,0,0,144
City Hotel,USA,0,83,35,1,3,1,0,BB,4,0,147.68
City Hotel,USA,0,221,33,0,1,1,0,HB,0,0,73
City Hotel,USA,0,226,30,0,2,1,0,BB,0,0,64.25
City Hotel,USA,0,226,30,0,2,1,0,BB,0,0,64.25
City Hotel,USA,0,226,30,0,2,1,0,BB,0,0,64.25
City Hotel,USA,0,226,30,0,2,1,0,BB,0,0,64.25
City Hotel,USA,0,226,30,0,2,1,0,BB,0,0,64.25
City Hotel,USA,0,226,30,0,2,1,0,BB,0,0,64.25
City Hotel,USA,1,110,23,0,1,2,1,BB,0,0,143.1
City Hotel,USA,1,159,25,2,2,2,0,BB,0,0,103.21
City Hotel,USA,1,120,25,1,0,2,0,BB,0,0,140.4
City Hotel,USA,1,126,29,1,2,2,0,SC,0,0,73.12
City Hotel,USA,1,128,29,1,2,3,0,BB,0,0,140.7
City Hotel,USA,0,39,33,0,2,1,0,HB,1,0,87
City Hotel,USA,0,1,2,0,1,2,0,BB,0,0,89
City Hotel,USA,0,71,12,0,2,2,0,BB,1,0,69.05
City Hotel,USA,0,75,13,1,1,2,0,BB,1,0,78.15
City Hotel,USA,0,75,13,1,1,2,0,BB,0,0,78
City Hotel,USA,0,169,22,0,4,2,0,BB,0,0,123.25
City Hotel,USA,0,169,22,0,4,2,0,BB,0,0,123.25
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,2,0,BB,0,0,60
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,241,43,1,2,1,0,BB,1,0,50
City Hotel,USA,0,3,38,1,1,1,0,BB,0,0,120
City Hotel,USA,0,3,38,1,1,1,0,BB,0,0,120
City Hotel,USA,0,17,39,0,1,1,0,BB,1,0,170
City Hotel,USA,0,17,39,2,1,1,0,BB,1,0,170
City Hotel,USA,0,17,39,2,1,1,0,BB,2,0,170
City Hotel,USA,0,17,39,2,2,1,0,BB,1,0,170
City Hotel,USA,0,16,39,2,3,1,0,BB,0,0,170
City Hotel,USA,0,17,39,2,2,1,0,BB,1,0,170
City Hotel,USA,0,19,40,1,1,1,0,BB,2,0,170
City Hotel,USA,0,16,39,2,3,1,0,BB,0,0,170
City Hotel,USA,0,7,40,1,1,1,0,BB,0,0,170
City Hotel,USA,0,16,39,2,3,1,0,BB,0,0,170
City Hotel,USA,0,36,4,0,2,1,0,BB,2,0,71
City Hotel,USA,0,15,6,1,2,1,0,BB,2,0,100
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,1,0,BB,1,0,79.17
City Hotel,USA,0,5,12,2,1,1,0,BB,1,0,79.17
City Hotel,USA,0,64,12,2,2,1,0,BB,0,0,93.5
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,1,0,BB,1,0,79.17
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,1,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,2,0,BB,0,0,93.33
City Hotel,USA,0,5,12,2,1,1,0,BB,1,0,0
City Hotel,USA,0,5,12,2,1,1,0,BB,1,0,79.17
City Hotel,USA,0,5,12,2,1,1,0,BB,1,0,79.17
City Hotel,USA,0,55,16,0,1,2,0,SC,1,0,94.5
City Hotel,USA,0,55,16,0,1,2,0,SC,1,0,94.5
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,127,18,1,3,1,0,BB,0,0,80
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,127,18,1,3,2,0,BB,0,0,90
City Hotel,USA,0,91,20,0,3,2,0,BB,1,0,80.75
City Hotel,USA,0,196,20,1,3,2,0,BB,0,0,80.75
City Hotel,USA,0,5,21,1,2,1,0,BB,0,0,98.32
City Hotel,USA,0,4,21,2,2,1,0,BB,0,0,98.32
City Hotel,USA,0,0,21,0,0,1,0,BB,0,0,0
City Hotel,USA,0,93,22,1,2,2,0,HB,1,0,211
City Hotel,USA,0,93,22,1,2,2,0,HB,1,0,211
City Hotel,USA,0,220,23,2,1,1,0,BB,0,0,61.67
City Hotel,USA,0,220,23,2,1,1,0,BB,0,0,0
City Hotel,USA,0,220,23,2,1,1,0,BB,0,0,61.67
City Hotel,USA,0,118,24,1,2,1,0,BB,0,0,110
City Hotel,USA,0,80,37,2,4,1,0,BB,1,0,85
City Hotel,USA,0,39,38,1,5,1,0,BB,2,0,108
City Hotel,USA,0,40,38,0,4,1,0,BB,2,0,108
City Hotel,USA,0,40,38,0,4,1,0,BB,1,0,108
City Hotel,USA,0,40,38,0,5,1,0,BB,2,0,108
City Hotel,USA,0,40,38,0,5,1,0,BB,2,0,108
City Hotel,USA,0,110,42,1,0,1,0,BB,1,0,120
City Hotel,USA,0,180,42,1,2,1,0,BB,1,0,120
City Hotel,USA,0,180,42,1,2,1,0,BB,1,0,120
City Hotel,USA,0,5,47,2,3,1,0,BB,0,0,84
City Hotel,USA,0,75,2,2,1,1,0,BB,0,0,67
City Hotel,USA,0,75,2,2,1,2,0,BB,1,0,67
City Hotel,USA,0,9,3,2,2,1,0,BB,1,0,65
City Hotel,USA,0,9,3,2,2,1,0,BB,1,0,65
City Hotel,USA,0,9,3,2,2,1,0,BB,1,0,65
City Hotel,USA,0,68,20,2,1,1,0,BB,3,0,110
City Hotel,USA,0,68,20,2,1,1,0,BB,1,0,110
City Hotel,USA,0,7,20,1,1,1,0,BB,1,0,110
City Hotel,USA,0,157,24,0,1,2,0,SC,0,0,99
City Hotel,USA,0,157,24,0,1,2,0,BB,0,0,130.5
City Hotel,USA,0,149,25,0,1,2,0,HB,0,0,154
City Hotel,USA,0,149,25,0,1,2,0,HB,1,0,154
City Hotel,USA,0,277,29,1,2,3,0,BB,0,0,139.5
City Hotel,USA,0,277,29,1,2,3,0,BB,0,0,139.5
City Hotel,USA,0,141,32,2,1,2,0,BB,0,0,106
City Hotel,USA,0,141,32,2,1,2,0,BB,0,0,106
City Hotel,USA,0,95,33,2,2,1,0,BB,11,0,95
City Hotel,USA,0,0,34,0,1,1,0,BB,0,0,115
City Hotel,USA,0,12,34,2,2,1,0,BB,3,0,115
City Hotel,USA,0,95,33,2,5,1,0,BB,4,0,115
City Hotel,USA,0,97,34,1,5,2,0,BB,6,0,125
City Hotel,USA,0,45,35,1,0,1,0,BB,0,0,115